"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2387.44770305868/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x2171a30ad54caf71e442da8d1c4e65892618a030ed8a1854f9ba66944948635b","20679233","1725477215","2024-09-04 19:13:35","0xb57cdcdf994ff101bea38210c5452f0a31ad815f","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000978422363979462","2.33593222550401","2450.36","","","Stake Tokens"
"0x46190abfe37d5005bf061e4e3602e1b1c87c865f6df577fc11c83c5c0c463692","20679265","1725477599","2024-09-04 19:19:59","0x2d057fd17d7d83eb22e4fe92c55053c7add9e85f","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000581706805426128","1.38879457646821","2450.36","","","Stake Tokens"
"0x98f7303cc6d4fa38184be4f0b1871b387c8d6fc83639c4703832af6e76252a0f","20679267","1725477623","2024-09-04 19:20:23","0x2d057fd17d7d83eb22e4fe92c55053c7add9e85f","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000447084286126967","1.06739035198746","2450.36","Error(0)","execution reverted","Stake Tokens"
"0xd7c10162a4d240dcf44cd7af59bfcdaff2996a05c6f752d0a8e46e035ae7a98f","20679326","1725478331","2024-09-04 19:32:11","0xbebc7285f8b0759b3d321823819817d6bef1e727","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000441448686488124","1.05393565257434","2450.36","","","Stake Tokens"
"0x4034b59735fb7b7755bf916a4d96958297324d60c8e6f45edc4a846aa7606354","20679408","1725479315","2024-09-04 19:48:35","0x435e057e65cdd10fdf70781aeff5bfe77a1e4903","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000500720102989812","1.19544305975833","2450.36","","","Stake Tokens"
"0x3d452c94d5c5e696ca51450a2416c3725dae1971eec809c6c4a4b890e6f5a5af","20679464","1725479987","2024-09-04 19:59:47","0xead6fa37a29b977f8fae102911b2aa060589518b","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000653226918636294","1.55954510647432","2450.36","","","Stake Tokens"
"0xb5d174056116ad9fea79c6d0938a523afeb4c8916a547491c3d765c8423000f4","20679561","1725481151","2024-09-04 20:19:11","0x435e057e65cdd10fdf70781aeff5bfe77a1e4903","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.0013161618403818","3.14226756267301","2450.36","","","Stake Tokens"
"0xf10d47154915bc2a804ad96ad68f9071f459d611ef8e015ffb1f5df52a6ded64","20679574","1725481307","2024-09-04 20:21:47","0xc037ccd1ffd2515ff11b791aaf0f0f152148e1e3","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.001242981034135794","2.967552214893","2450.36","","","Stake Tokens"
"0x05843845db20fa59b583f98e30d9e0e84548a6471039e2b29af1b311eca2ea5d","20679581","1725481391","2024-09-04 20:23:11","0x28e99676492401e32ca3c8ebdeb8ff55cbb2e291","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00131266948148367","3.13392973844342","2450.36","","","Stake Tokens"
"0x9c961ad7bbb73b34506c4c30b1c47aee8bdc5deab19c743ecfc5089e450a7c96","20679672","1725482483","2024-09-04 20:41:23","0xabbebf94b0b9df27ce5b8a0d282046d193d7c970","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.001627739580686166","3.88614312308689","2450.36","","","Stake Tokens"
"0x36edd9acbfa2f86dbfd444401a42f1630ed6c3800eacefe45019a56c74426150","20679696","1725482771","2024-09-04 20:46:11","0xcf063f16f8e022253a986009d41a225399ea716c","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00158796321884325","3.79117913936898","2450.36","","","Stake Tokens"
"0x86c67231cd06374eb5923ed439d2ea9ab56a53e1d5bb78e3a4573e6ac22fd4a1","20679770","1725483671","2024-09-04 21:01:11","0x7c6f8fb5a8f302c0be4b44c1f84cdb200914dc06","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000777685712545062","1.85668396811726","2450.36","","","Stake Tokens"
"0x6356e3a8e99c84712f0f2092b0a438175c55fffd3b6dd8aa0e350bdc5148fecd","20679846","1725484583","2024-09-04 21:16:23","0x34d978072026527e5f1f6ae98fbdc1e20f8d2cde","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00169896158155242","4.05618192546227","2450.36","","","Stake Tokens"
"0x400b2a4d517e5facbb04ab61f9a3fcecbfbe90071db5967c38e7665cb08bf978","20679860","1725484751","2024-09-04 21:19:11","0x36d33fa689f480b9c0626f9fcb63b31c93f2a149","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.001469004459085206","3.50717132162593","2450.36","","","Stake Tokens"
"0xf75007622bfe35f93112a847a871e9fd1793b578e05e25ce0dc11edef5eeaa86","20679875","1725484931","2024-09-04 21:22:11","0x11be0160944e79393ae1338830b87b1507e1b199","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000878822386082856","2.09814248705006","2450.36","","","Stake Tokens"
"0x5070c9ad35f32c1f59d0f82ff75f9c340cb574703818908c7cc11188416de723","20679893","1725485147","2024-09-04 21:25:47","0xcf063f16f8e022253a986009d41a225399ea716c","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000765781319334696","1.82826285189087","2450.36","","","Stake Tokens"
"0x677d486df244c399f59b5b0cd4bcfd0389f405e365e7c70b311872c33268297e","20679967","1725486035","2024-09-04 21:40:35","0x4e4c69866275bbcf4b397416f6e8e501cf5bc5c0","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000503674899961662","1.20249748300178","2450.36","","","Stake Tokens"
"0xa6d7d9630e6d01adafef13ef1f97758bf97bc38621a755c1ef064bf41f7f4581","20679972","1725486095","2024-09-04 21:41:35","0x34d978072026527e5f1f6ae98fbdc1e20f8d2cde","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00047212322083983","1.12716949915472","2450.36","","","Stake Tokens"
"0xdad18c1d826bcb57943369ef8a35f4d98b7550c6f153c96ccbc441da48a868f7","20680010","1725486551","2024-09-04 21:49:11","0x8c4226ac2cfca4646423aae1f103cf45f8ab95e0","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000449925539797548","1.07417369653709","2450.36","","","Stake Tokens"
"0x2c252b13ca5c4f4d34ed69fd13de5365b7f754cf3416cfed334c2d17b1de505f","20680047","1725486995","2024-09-04 21:56:35","0x45e51ef264cacacac6912ffed2b91ea0ddcc2924","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00041325265597191","0.986619104283035","2450.36","","","Stake Tokens"
"0x6c4e0327ea1eba3b8eddf9da72f1d35c5bfe1cff377a11ad013d3956c177aec9","20680150","1725488231","2024-09-04 22:17:11","0x04f6bc693d47bb7851a538e5d047363d39cc5bf6","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000325865085100164","0.777985848929408","2450.36","","","Stake Tokens"
"0x1bffe0949f4e37712bab40d6e774d9d9353fc7e1f9382d26f2983b4a52429705","20680879","1725497015","2024-09-05 00:43:35","0x3b55be68ac24ef3473670c996065913053bf3b42","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000543900460659864","1.29853390549495","","","","Stake Tokens"
"0x730ad60da5cb3c82263c5175d9e3a41555927337ddf62224898a73b697629fc0","20680902","1725497291","2024-09-05 00:48:11","0x3b55be68ac24ef3473670c996065913053bf3b42","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00046121547373767","1.10112782339012","","","","Stake Tokens"
"0xfc4276fb470b329d75322c6857da68145da506fecbfd8ecc083093e4c5ed90fb","20681819","1725508343","2024-09-05 03:52:23","0x86c631171dd55836222dbba50645c882aa60aa75","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000751240603281798","1.79354765274955","","","","Stake Tokens"
"0x83676ce1b4d52ce697db49aba41009392587651024c6037b6f4da249cb11c3b1","20681951","1725509927","2024-09-05 04:18:47","0x2b91d232ddf9b21678f6e408c009fe85a2233b44","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00039919672502061","0.953061304219003","","","","Stake Tokens"
"0x834ea42d331ae398a08ff4763405f1d79394de71009fc69d9ac2e1391d6f6d8d","20682042","1725511031","2024-09-05 04:37:11","0x39a2cf73da71387d3efbe03d9c8ec56c40d65064","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00028327378319529","0.676301343026338","","","","Stake Tokens"
"0xeb9358d04ab050b71f9cdbbe3e393c0ca44134cdb3cbf39b0e68676b61f26516","20682272","1725513815","2024-09-05 05:23:35","0x32894089cb6db89a764952a9d55b5d1b7c7407d4","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00015396888049083","0.367592650070348","","","","Stake Tokens"
"0x1ea8d5d231d5ed11ab8288fe8fbf2fc0c62beda43a8a0fee904344a2bc651bff","20682342","1725514667","2024-09-05 05:37:47","0xcf063f16f8e022253a986009d41a225399ea716c","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000184158523744494","0.43966884451247","","","","Stake Tokens"
"0x3876b31075c6cc92c8d93c62b765dc5d6de76521a1ecef82da4572e800f1ff1d","20682354","1725514811","2024-09-05 05:40:11","0xcf063f16f8e022253a986009d41a225399ea716c","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000193965883639276","0.463083403366337","","","","Unstake And Withdraw Tokens"
"0x6e1139306aeaddd37fac837bf1e2c32767afbd9f95c367627f19d35c70ff6f28","20682472","1725516227","2024-09-05 06:03:47","0xb0734f09c397f34d0799395c39d4beecfc6d5b43","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000300587871409614","0.717637823164181","","","","Stake Tokens"
"0x01714ee392cb66ab1d9a190c60efd787d526f8249f3b9fae3e8634aabf0e11a7","20682498","1725516539","2024-09-05 06:08:59","0x853eb9ed2556afef5d1a7e1079f945208c2a23f5","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00028917938838591","0.690400666573855","","","","Stake Tokens"
"0x4fdeeb13831c4789f213fc84c44da8cb9205d523f6a8ebc8dec62ecadfb31974","20682505","1725516623","2024-09-05 06:10:23","0xc92629d9a3df4392700fe841b56eb25e63543fb8","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00017463439748805","0.416930491157881","","","","Stake Tokens"
"0x3b35d33397e446006bc00b3a84b53b8e525b3a85b5f558a50cc705fafb2af50d","20682508","1725516659","2024-09-05 06:10:59","0x1d205d79e13c902f79cb1e6ba5b01df2ff6020a8","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00028849599561015","0.68876910206108","","","","Stake Tokens"
"0xee10b39340830c9b48c3428659c3c00a8bc53d3718d9274b383d02966700a296","20682550","1725517163","2024-09-05 06:19:23","0x80337d2fbf7697a148bb46484197af0915e3805e","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000280345662765558","0.669310608632095","","","","Stake Tokens"
"0x92cd7a03f4fc21a7b5a510712c44a60e7dd51a572d3243a9274011819a609fe6","20682912","1725521531","2024-09-05 07:32:11","0xe702f4bd98b8341cfaef8b4f7e4f6df7c8f6c976","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000408104530829322","0.974328224736305","","","","Stake Tokens"
"0xc414f89e6da4912e70a9c472dc4ae9e8aa631f4ba7b75afa6e478f8e4ef9c58b","20682938","1725521843","2024-09-05 07:37:23","0x10bcfa71b48edcd1c162b186319fb3cc2c3fe3b9","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000470843409861396","1.12411401737391","","","","Stake Tokens"
"0xd66bf1d952a9ab82b05558dd5152f57f9be2908487c8846cc511e3e284df79b0","20682988","1725522443","2024-09-05 07:47:23","0xa6c433b042a4fda85d0bbc2b7c270a9eddbdecd0","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00042675128989992","1.01884638684889","","","","Stake Tokens"
"0xa8e9cafb2c380d415344a5039532adee6a60387ece905d79ea777e0ba8981fdd","20683050","1725523187","2024-09-05 07:59:47","0x10bcfa71b48edcd1c162b186319fb3cc2c3fe3b9","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00034390814896524","0.821062720310225","","","","Stake Tokens"
"0x99e0b653d3db2633d1d405f42798302faea441c84d085a90b7c0803ab534b1c9","20683087","1725523643","2024-09-05 08:07:23","0x4a16527416b8834f01a08a31eda8bb4658e2f55a","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000278589291088284","0.66511736310547","","","","Stake Tokens"
"0x8fdf0c331b1e219780749e1cf9718d3b59a61353e163411415aa88a4fcb0dde7","20683336","1725526667","2024-09-05 08:57:47","0xab3a3ed993bc5ed975593709fb90aba21ccc7efa","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00023512379363358","0.561345761044934","","","","Stake Tokens"
"0xbff04e0cd735e6a6eb0b172d86b8e4145823ca2517b33034013b76811993d70b","20683469","1725528275","2024-09-05 09:24:35","0x3ce35c406911a07c7c30313d96eedefa4975f73e","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.0003348474469395","0.799430768070773","","","","Stake Tokens"
"0xc4c5320e603711b3c6cb40302dd60539a9873c303072aa460645d7f69870d652","20683523","1725528935","2024-09-05 09:35:35","0x3746c155bb4705f9a18d7fabe2325b234c6798e9","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.00028730600453598","0.685928060604392","","","","Stake Tokens"
"0x2b463887a87d98ba12f09b04521471ecc3635738b76cfe7209f98a46f99eed61","20683607","1725529943","2024-09-05 09:52:23","0x1856d4333085d63cb9a61a4ed3ac65f57cc22114","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000386464280188704","0.922663258050747","","","","Stake Tokens"
"0x4c70fcbcb0bde8c284d36653c2d2a7de6b861909b41d116db3d283ef7f048f3e","20683644","1725530387","2024-09-05 09:59:47","0x35871bb0cddc27ad297d3922ffe4e3d06a9e1e59","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000393674560848834","0.939877426051183","","","","Stake Tokens"
"0x5643f94114abb3d687954bb7e6b5efbe6330251874f56d34cfe2c668ccbf8961","20683657","1725530543","2024-09-05 10:02:23","0xea2d14953162efab5c4a589ce95faf46b8f7c3cd","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.0003555603692637","0.848881786897317","","","","Stake Tokens"
"0xcb1a71b339d012cbff663e6cf77abd3574dd9b85b52caec226aedf7800217b61","20683817","1725532475","2024-09-05 10:34:35","0x1aa3df741e493283c016b86916689387f8426390","0x5bb8f95dc4adb5c8a3b089cfa60e30ba2e8b3327","","0","0","0","0.000405191833152324","0.967374311357652","","","","Stake Tokens"
